rank,metric,strategy_a,strategy_b,mean_a,mean_b,mean_diff_a_minus_b,t_stat,p_value,significant_p_lt_0_05
16,val_relative_mse,mlp_log_singular_values,random_orthogonal,0.09622932749510521,0.6957087793134672,-0.599479451818362,-1117.355066934372,3.8493209230357624e-12,True
16,val_relative_mse,mlp_log_singular_values,svd_full,0.09622932749510521,0.188731843580475,-0.09250251608536982,-757.842752490482,1.8189878682629416e-11,True
16,val_relative_mse,mlp_log_singular_values,svd_noscale,0.09622932749510521,0.30107048104594664,-0.20484115355084137,-728.9605964342342,2.1248564141315674e-11,True
16,val_relative_mse,mlp_log_singular_values,svd_sqrt,0.09622932749510521,0.2390896143315982,-0.14286028683649302,-740.5907923946653,1.9944940201586177e-11,True
16,val_relative_mse,pca,random_orthogonal,0.23791506758813347,0.6957087793134672,-0.4577937117253338,-828.5223784167216,1.2732980082081742e-11,True
16,val_relative_mse,pca,svd_full,0.23791506758813347,0.188731843580475,0.04918322400765842,711.4062907665724,2.3424737063649198e-11,True
16,val_relative_mse,pca,svd_noscale,0.23791506758813347,0.30107048104594664,-0.06315541345781314,-698.9596080612503,2.513836381876903e-11,True
16,val_relative_mse,pca,svd_sqrt,0.23791506758813347,0.2390896143315982,-0.0011745467434647661,-226.37612656119703,2.284400551199404e-09,True
16,val_relative_mse,random_orthogonal,svd_full,0.6957087793134672,0.188731843580475,0.5069769357329923,939.853949604775,7.689648518833662e-12,True
16,val_relative_mse,random_orthogonal,svd_noscale,0.6957087793134672,0.30107048104594664,0.3946382982675207,675.949310563427,2.874010801343404e-11,True
16,val_relative_mse,random_orthogonal,svd_sqrt,0.6957087793134672,0.2390896143315982,0.4566191649818691,824.0968155499695,1.3008704344387356e-11,True
16,val_relative_mse,svd_full,svd_noscale,0.188731843580475,0.30107048104594664,-0.11233863746547157,-704.8757985947067,2.4304966374006993e-11,True
16,val_relative_mse,svd_full,svd_sqrt,0.188731843580475,0.2390896143315982,-0.05035777075112319,-709.218872743256,2.3715067142107105e-11,True
16,val_relative_mse,svd_noscale,svd_sqrt,0.30107048104594664,0.2390896143315982,0.061980866714348395,701.0320207448506,2.4842422119965523e-11,True
32,val_relative_mse,change_a_b,change_b,0.09439652630254973,0.09439649999816696,2.6304382780284463e-08,0.5654736410377971,0.6019629605942419,False
32,val_relative_mse,change_a_b,mlp_log_singular_values,0.09439652630254973,0.08952261474911676,0.004873911553432983,419.88958278313925,1.9301649633304968e-10,True
32,val_relative_mse,change_a_b,pca,0.09439652630254973,0.3111175995719916,-0.21672107326944184,-624.0211200919002,3.9568233365562054e-11,True
32,val_relative_mse,change_a_b,random_orthogonal,0.09439652630254973,0.5598892282018053,-0.46549270189925557,-2065.5681884673486,3.2960396385193366e-13,True
